"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/27/2012","Transfer from my account 0020","Online Banking transfer from CHK 0020 Confirmation# 0673050923","10419.48","credit","Transfer","Hour Monet 7291","",""
"9/26/2012","ATM Withdrawal","BKOFAMERICA ATM 09/26 #000005530 WITHDRWL 24TH & BRYANT SAN FRANCISCO...","20.00","debit","Cash & ATM","Hour Monet 7291","",""
"9/26/2012","Clipper Service Ca","CHECKCARD 0924 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/26/2012","Angela Savage Bill","Angela Savage Bill Payment","30.00","debit","Bills & Utilities","Hour Monet 7291","",""
"9/26/2012","Crunch Berkeley","CHECKCARD 0924 CRUNCH BERKELEY BERKELEY CA 24765182269980000648733","23.00","debit","Restaurants","Hour Monet 7291","",""
"9/26/2012","Clipper Service Ca","CHECKCARD 0924 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/25/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"9/25/2012","Moo Printing Www","MOO INC PRINTING WWW.MOO.COM RI","69.74","debit","Printing","BankAmericard Cash Rewards Signature Visa","",""
"9/25/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"9/25/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"9/25/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"9/25/2012","Verizon Wireless","CHECKCARD 0924 VZWRLSS*ETMWPN0W233601 800-922-0204 NJ...","194.41","debit","Mobile Phone","Hour Monet 7291","",""
"9/24/2012","Berkeley Bowl 2020 Oregon Street","BERKELEY BOWL 09/24 #000439000 PURCHASE 2020 OREGON ST. BERKELEY CA","18.65","debit","Groceries","Hour Monet 7291","",""
"9/24/2012","Progressive","CHECKCARD 0920 PROGRESSIVE GROUNDS 2 SAN FRANCISCOCA 24323002265123969010095","19.00","debit","Auto Insurance","Hour Monet 7291","",""
"9/24/2012","Minako Organic Japanese","CHECKCARD 0922 MINAKO ORGANIC JAPANESE SAN FRANCISCOCA...","80.00","debit","Restaurants","Hour Monet 7291","",""
"9/24/2012","Zipcar","CHECKCARD 0920 ZIPCAR INC 866-494-7227 MA 24231682265200538853245","50.05","debit","Rental Car & Taxi","Hour Monet 7291","",""
"9/24/2012","Monterey Marke 1550 Hopkins Street","MONTEREY MARKE 09/23 #000008535 PURCHASE 1550 HOPKINS STRE BERKELEY CA","17.36","debit","Groceries","Hour Monet 7291","",""
"9/24/2012","Northside Cafe","CHECKCARD 0921 NORTHSIDE CAFE BERKELEY CA 24275392265900013700422","19.00","debit","Restaurants","Hour Monet 7291","",""
"9/21/2012","Transfer from Hour Monet 7291","Online scheduled transfer from CHK 7291 Confirmation# 4323144992","2100.00","credit","Transfer","my account 0020","",""
"9/21/2012","ATM Withdrawal","BKOFAMERICA ATM 09/21 #000009080 WITHDRWL SHATTUCK-VINE BERKELEY CA","40.00","debit","Cash & ATM","Hour Monet 7291","",""
"9/21/2012","Ajanta Restaurant","CHECKCARD 0919 AJANTA RESTAURANT BERKELEY CA 24122472264900016000180","41.50","debit","Restaurants","Hour Monet 7291","",""
"9/21/2012","Andronico's","CNS ANDRONICOS 09/21 #000065549 PURCHASE 1550 SHATTUCK AVE BERKELEY CA","49.55","debit","Groceries","Hour Monet 7291","",""
"9/21/2012","Transfer to my account 0020","Online scheduled transfer to CHK 0020 Confirmation# 4323144992","2100.00","debit","Transfer","Hour Monet 7291","",""
"9/20/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"9/20/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"9/20/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"9/20/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"9/20/2012","Whole Foods","WHOLE FOODS MA 09/20 #000848726 PURCHASE 690 Stanyan San Francisco CA","40.00","debit","Groceries","Hour Monet 7291","",""
"9/19/2012","Ndu Moniker Com","CHECKCARD 0918 NDU*MONIKER.COM 866-6906279 OR 24351782262525351443541","29.95","debit","Web Hosting","Hour Monet 7291","",""
"9/19/2012","California Academy Ca","CHECKCARD 0918 CALIFORNIA ACADEMY OF 415-379-8000 CA...","24.00","debit","Uncategorized","Hour Monet 7291","",""
"9/19/2012","ATM Withdrawal","BKOFAMERICA ATM 09/19 #000006577 WITHDRWL BAY STREET EMERY EMERYVILLE...","80.00","debit","Cash & ATM","Hour Monet 7291","",""
"9/19/2012","Clipper Service Ca","CHECKCARD 0917 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/19/2012","Bongo Burger","CHECKCARD 0917 BONGO BURGER #2 BERKELEY CA 24071052262987183821079","11.42","debit","Fast Food","Hour Monet 7291","",""
"9/19/2012","Check 117","Check 117","90.00","debit","Check","Hour Monet 7291","",""
"9/18/2012","Shell","SHELL Service 09/18 #000631600 PURCHASE SHELL SAN FRANCISCO CA","7.36","debit","Gas & Fuel","Hour Monet 7291","",""
"9/18/2012","Walgreens","WALGREENS 09/18 #000101043 PURCHASE 2690 MISSION ST SAN FRANCISCO CA","30.84","debit","Pharmacy","Hour Monet 7291","",""
"9/17/2012","San Franciscoca","76 10068468 SAN FRANCISCOCA","4.01","debit","Gas & Fuel","BankAmericard Cash Rewards Signature Visa","",""
"9/17/2012","Shell","SHELL Service 09/15 #000640100 PURCHASE SHELL SAN BRUNO CA","4.05","debit","Gas & Fuel","Hour Monet 7291","",""
"9/17/2012","Serv U Market","CHECKCARD 0915 SERV U MARKET SAN FRANCISCOCA 24472682260952310789095","13.34","debit","Groceries","Hour Monet 7291","",""
"9/17/2012","Garden Fresh","CHECKCARD 0915 GARDEN FRESH #2 PALO ALTO CA 24497782260900010900214","36.00","debit","Restaurants","Hour Monet 7291","",""
"9/17/2012","Ticketmaster","CHECKCARD 0916 TM *A BRIDGE SCHOOL BE 415-421-8497 CA...","135.00","debit","Entertainment","Hour Monet 7291","",""
"9/17/2012","Casa Lucas 2934 24th Street","CASA LUCAS 09/17 #000358900 PURCHASE 2934 24TH STREET SAN FRANCISCO CA","11.38","debit","Groceries","Hour Monet 7291","",""
"9/17/2012","Minako Organic Japanese","CHECKCARD 0917 MINAKO ORGANIC JAPANESE SAN FRANCISCOCA...","36.00","debit","Restaurants","Hour Monet 7291","",""
"9/17/2012","Clipper Service Ca","CHECKCARD 0913 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/14/2012","Facebook Des Direct","FACEBOOK INC DES:DIRECT DEP ID:616038438502KYC INDN:STRATFORD,EVAN...","2895.18","credit","Paycheck","my account 0020","",""
"9/14/2012","Facebook Des Direct","FACEBOOK INC DES:DIRECT DEP ID:616038438501KYC INDN:STRATFORD,EVAN...","2635.75","credit","Paycheck","my account 0020","",""
"9/14/2012","Wf Studentinsurance Ca","CHECKCARD 0913 WF STUDENTINSURANCE 800-853-5899 CA...","1803.66","debit","Health Insurance","Hour Monet 7291","",""
"9/13/2012","Il Pirata San","CHECKCARD 0911 IL PIRATA SAN FRANCISCOCA 24431062256286342800294","37.00","debit","Restaurants","Hour Monet 7291","",""
"9/12/2012","Clipper Service Ca","CHECKCARD 0910 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/12/2012","Clipper Service Ca","CHECKCARD 0910 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/12/2012","AT&T","CHECKCARD 0908 AT&T PARK CONCESS SAN FRANCISCOCA 24013392255000612908234","7.50","debit","Home Phone","Hour Monet 7291","",""
"9/12/2012","AT&T","CHECKCARD 0908 AT&T PARK MERCH SAN FRANCISCOCA 24013392255000599265400","10.00","debit","Home Phone","Hour Monet 7291","",""
"9/11/2012","Check 116","Check 116","18.00","debit","Check","Hour Monet 7291","",""
"9/10/2012","Safeway","SAFEWAY STORE 09/08 #000947008 PURCHASE 2300 16TH STREET SAN FRANCISCO CA","40.59","debit","Groceries","Hour Monet 7291","",""
"9/10/2012","El Metate","CHECKCARD 0909 EL METATE SAN FRANCISCOCA 24692162253000617651851","16.25","debit","Restaurants","Hour Monet 7291","",""
"9/10/2012","Walgreens","WALGREENS 09/10 #000166014 PURCHASE 2690 MISSION ST SAN FRANCISCO CA","46.18","debit","Pharmacy","Hour Monet 7291","",""
"9/10/2012","Asi Kickstarter Com","CHECKCARD 0910 ASI*KICKSTARTER COM 866-749-7545 WA...","28.00","debit","Gift","Hour Monet 7291","",""
"9/10/2012","Uc Berkeley Des","UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...","79.00","credit","Paycheck","Hour Monet 7291","",""
"9/10/2012","Yalis Cafe","CHECKCARD 0907 YALIS CAFE BERKELEY CA 24692162252000341071666","6.88","debit","Restaurants","Hour Monet 7291","",""
"9/10/2012","Whole Foods","WHOLE FOODS MA 09/09 #000015489 PURCHASE 450 Rhode Island San Francisco CA","41.66","debit","Groceries","Hour Monet 7291","",""
"9/10/2012","Fastrak","CHECKCARD 0906 FASTRAK CSC 877-2298655 CA 24492792251118000129430","25.00","debit","Auto & Transport","Hour Monet 7291","",""
"9/10/2012","ATM Withdrawal","BKOFAMERICA ATM 09/07 #000004654 WITHDRWL BERKELEY MAIN BERKELEY CA","640.00","debit","Cash & ATM","Hour Monet 7291","",""
"9/10/2012","Jupiter Cafe Panini","CHECKCARD 0908 JUPITER/CAFE PANINI BERKELEY CA 24071052253158106634228","12.25","debit","Restaurants","Hour Monet 7291","",""
"9/10/2012","Original Gravity Public","CHECKCARD 0908 ORIGINAL GRAVITY PUBLIC SAN JOSE CA 24690292253700226411269","22.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"9/10/2012","ATM Withdrawal","BKOFAMERICA ATM 09/08 #000008075 WITHDRWL MISSION 23RD SAN FRANCISCO CA","40.00","debit","Cash & ATM","Hour Monet 7291","",""
"9/10/2012","Clipper Service Ca","CHECKCARD 0907 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/10/2012","Walgreens","CHECKCARD 0907 WALGREENS #15025 BERKELEY CA 24445002252100246828166","13.91","debit","Pharmacy","Hour Monet 7291","",""
"9/07/2012","Tickets Sf Giants","TICKETS SF GIANTS 800-3520212 CA","176.00","debit","Entertainment","BankAmericard Cash Rewards Signature Visa","",""
"9/07/2012","Amazon Video","AMAZON VIDEO ON DEMAND 866-216-1072 WA","2.99","debit","Movies & DVDs","BankAmericard Cash Rewards Signature Visa","",""
"9/07/2012","Sundance Kab Ca","CHECKCARD 0906 SUNDANCE KAB 818-889-8562 CA 24692162250000807645575","26.00","debit","Movies & DVDs","Hour Monet 7291","",""
"9/07/2012","Uc Berkeley Des","UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...","12000.00","credit","Paycheck","Hour Monet 7291","",""
"9/07/2012","Clipper Service Ca","CHECKCARD 0905 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/06/2012","Transfer from my account 0020","ONLINE PAYMENT FROM CHK 0","1894.97","credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa","",""
"9/06/2012","Transfer to BankAmericard Cash Rewards Signature Visa","Online Banking payment to CRD 0264 Confirmation# 0295855400","1894.97","debit","Credit Card Payment","my account 0020","",""
"9/06/2012","Uc Berkeley Des","UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...","85.52","credit","Paycheck","Hour Monet 7291","",""
"9/06/2012","Cafe La Boheme","CHECKCARD 0904 CAFE LA BOHEME SAN FRANCISCOCA 24323042249577876010323","5.35","debit","Restaurants","Hour Monet 7291","",""
"9/06/2012","Acm Sig Conferences","CHECKCARD 0905 ACM SIG CONFERENCES 212-8697440 NY 24436542250004072780186","455.00","debit","Conferences","Hour Monet 7291","Reimbursable",""
"9/06/2012","Berkeley Bowl 2020 Oregon Street","BERKELEY BOWL 09/06 #000171700 PURCHASE 2020 OREGON ST. BERKELEY CA","54.67","debit","Groceries","Hour Monet 7291","",""
"9/06/2012","Nefili Caffe Berkeely","CHECKCARD 0905 NEFILI CAFFE BERKEELY CA 24431062249286398300280","10.30","debit","Coffee Shops","Hour Monet 7291","",""
"9/05/2012","Southern Pacific B","CHECKCARD 0904 SOUTHERN PACIFIC B SAN FRANCISCOCA 24224432249105000802333","45.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"9/04/2012","Shell","SHELL OIL 57425677804 CLOVERDALE CA","50.21","debit","Gas & Fuel","BankAmericard Cash Rewards Signature Visa","",""
"9/04/2012","Rays Food Place","RAYS FOOD PLACE 38 EUREKA CA","37.13","debit","Food & Dining","BankAmericard Cash Rewards Signature Visa","",""
"9/04/2012","Green Leafs Banana","CHECKCARD 0903 GREEN LEAFS & BANANA - INDIANAPOLIS IN...","5.44","debit","Restaurants","Hour Monet 7291","",""
"9/04/2012","Clipper Service Ca","CHECKCARD 0830 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"9/04/2012","Cost Plus World Market","CHECKCARD 0831 CAT CORA WORLD MARKET SALT LAKE CITUT...","14.44","debit","Furnishings","Hour Monet 7291","",""
"9/04/2012","El Metate","CHECKCARD 0831 EL METATE SAN FRANCISCOCA 24692162245000293215212","8.25","debit","Restaurants","Hour Monet 7291","",""
"9/04/2012","Sy Cycle Gear 150 Harrison Street","SY8 CYCLE GEAR 09/03 #000044219 PURCHASE 150 HARRISON STRE SAN FRANCISCO CA","54.24","debit","Cycling","Hour Monet 7291","",""
"9/04/2012","Safeway","SAFEWAY STORE 09/03 #000945177 PURCHASE 2300 16TH STREET SAN FRANCISCO CA","44.58","debit","Groceries","Hour Monet 7291","",""
"9/04/2012","Bkofamerica ATM Deposit","BKOFAMERICA ATM 09/04 #000002198 DEPOSIT BERKELEY MAIN BERKELEY CA","1881.92","credit","Income","Hour Monet 7291","",""
"9/04/2012","Babes Hot Dog","CHECKCARD 0902 BABES HOT DOG JOLIET IL 24019512247247350483908","20.13","debit","Restaurants","Hour Monet 7291","",""
"9/04/2012","Safeway","SAFEWAY STORE 09/01 #000871112 PURCHASE 475 M STREET CRESCENT CITY CA","10.68","debit","Groceries","Hour Monet 7291","",""
"9/04/2012","Lost Coast Brewery","CHECKCARD 0902 LOST COAST BREWERY EUREKA CA 24013392247000169119756","45.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/31/2012","Facebook Des Direct","FACEBOOK INC DES:DIRECT DEP ID:610023245545KYC INDN:STRATFORD,EVAN...","2841.26","credit","Paycheck","my account 0020","",""
"8/31/2012","Delta","CHECKCARD 0830 DELTA AIR 00623127204 DELTA.COM CA 24717052244872440172644","661.20","debit","Air Travel","Hour Monet 7291","",""
"8/31/2012","Pho Bar","CHECKCARD 0829 THE PHO BAR BERKELEY CA 24765012243200288400073","13.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/31/2012","Check 115","Check 115","75.00","debit","Check","Hour Monet 7291","",""
"8/31/2012","USPS","USPS 056824004 08/31 #000001323 PURCHASE 1198 S VAN NESS A SAN FRANCISCO CA","5.06","debit","Shipping","Hour Monet 7291","",""
"8/30/2012","US Airways","CHECKCARD 0828 USAIRWAYS 03770938188 MANKATO MN 24792622242246900487844","467.40","debit","Air Travel","Hour Monet 7291","",""
"8/30/2012","Arco","ARCO PAYPOINT 08/30 #000920100 PURCHASE 504 WHIPPLE AVE REDWOOD CITY CA","4.35","debit","Gas & Fuel","Hour Monet 7291","",""
"8/30/2012","US Airways","CHECKCARD 0828 USAIRWAYS 03770938188 MANKATO MN 24792622242246900487836","467.40","debit","Air Travel","Hour Monet 7291","",""
"8/29/2012","Air Canada","AIR CANADA 0147093815 MANKATO MN","721.83","debit","Air Travel","BankAmericard Cash Rewards Signature Visa","",""
"8/29/2012","Air Canada","AIR CANADA 0147093815 MANKATO MN","721.83","debit","Air Travel","BankAmericard Cash Rewards Signature Visa","",""
"8/29/2012","Orbitz","CHECKCARD 0828 OWW*ORBITZ.COM 888-656-4546 IL...","13.98","debit","Air Travel","Hour Monet 7291","",""
"8/29/2012","Safeway","SAFEWAY STORE 08/29 #000933161 PURCHASE 2300 16TH STREET SAN FRANCISCO CA","60.28","debit","Groceries","Hour Monet 7291","",""
"8/29/2012","ATM Withdrawal","BKOFAMERICA ATM 08/29 #000002862 WITHDRWL 24TH & BRYANT SAN FRANCISCO...","20.00","debit","Cash & ATM","Hour Monet 7291","",""
"8/29/2012","Bkofamerica ATM Deposit","BKOFAMERICA ATM 08/29 #000002861 DEPOSIT 24TH & BRYANT SAN FRANCISCO CA","2455.00","credit","Income","Hour Monet 7291","",""
"8/29/2012","Uc Berkeley Des","UC Berkeley DES:DIRECT PAY ID:E012451165 INDN:0000SAVAGE,VALKYRIE A CO...","258.09","credit","Paycheck","Hour Monet 7291","",""
"8/29/2012","Clipper Service Ca","CHECKCARD 0827 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/29/2012","Interest Earned","Interest Earned","0.02","credit","Interest Income","Savings 1467","",""
"8/27/2012","Cycle Gear","CYCLE GEAR #40 SAN FRANCISCOCA","151.89","debit","Cycling","BankAmericard Cash Rewards Signature Visa","",""
"8/27/2012","Walgreens","WALGREENS 08/27 #000101024 PURCHASE 2690 MISSION ST SAN FRANCISCO CA","13.00","debit","Pharmacy","Hour Monet 7291","",""
"8/27/2012","Kitchen Fire Llc","CHECKCARD 0826 KITCHEN ON FIRE LLC 510-548-2665 CA...","150.00","debit","Uncategorized","Hour Monet 7291","",""
"8/27/2012","Ucb E Des","UCB E-PAYMENT DES:5106423190 ID:242160415 INDN:VALKYRIE SAVAGE CO...","70.50","debit","Credit Card Payment","Hour Monet 7291","",""
"8/27/2012","Apple","CHECKCARD 0825 APPLE STORE #R029 BURLINGAME CA 24692162240000789121028","85.52","debit","Electronics & Software","Hour Monet 7291","",""
"8/27/2012","Safeway","SAFEWAY STORE 08/25 #000915105 PURCHASE 1655 EL CAMINO RE SAN MATEO CA","47.91","debit","Groceries","Hour Monet 7291","",""
"8/27/2012","Chevron","CHECKCARD 0826 CHEVRON 000935 SAN FRANCISCOCA 06561940460322391206550","4.75","debit","Gas & Fuel","Hour Monet 7291","",""
"8/27/2012","Airbnb Ca","CHECKCARD 0824 AIRBNB INC 415-800-5959 CA 24692162237000165827003","2137.00","debit","Mortgage & Rent","Hour Monet 7291","",""
"8/27/2012","Lung Shan Restaurant","CHECKCARD 0826 LUNG SHAN RESTAURANT SAN FRANCISCOCA 24493982240200922701478","45.60","debit","Restaurants","Hour Monet 7291","",""
"8/27/2012","Vespa Sf","CHECKCARD 0823 VESPA SF SAN FRANCISCOCA 24071052237158134667324","24.89","debit","Service & Parts","Hour Monet 7291","",""
"8/25/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"8/25/2012","Cars Dawydiak","CARS DAWYDIAK INC.","169.95","debit","Service & Parts","BankAmericard Cash Rewards Signature Visa","",""
"8/25/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"8/25/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"8/25/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Cash Rewards Signature Visa","",""
"8/24/2012","Silverstone Cafe","CHECKCARD 0823 SILVERSTONE CAFE SAN FRANCISCOCA 24431062237207276500134","4.00","debit","Restaurants","Hour Monet 7291","",""
"8/24/2012","Clipper Service Ca","CHECKCARD 0822 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/24/2012","Panera Bread","CHECKCARD 0822 PANERA BREAD #4517 SAN FRANCISCOCA 24427332236710019545088","2.79","debit","Fast Food","Hour Monet 7291","",""
"8/24/2012","Clipper Service Ca","CHECKCARD 0822 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/24/2012","Angela Savage Bill","Angela Savage Bill Payment","30.00","debit","Bills & Utilities","Hour Monet 7291","",""
"8/23/2012","Transfer from Hour Monet 7291","Online scheduled transfer from CHK 7291 Confirmation# 4672156275","2100.00","credit","Transfer","my account 0020","",""
"8/23/2012","PayPal","PAYPAL DES:INST XFER ID:4S82266SRLNJY INDN:EVAN STRATFORD CO ID:PAYPALSI66...","5.00","debit","Shopping","my account 0020","",""
"8/23/2012","ATM Withdrawal","BKOFAMERICA ATM 08/23 #000004651 WITHDRWL MISSION 23RD SAN FRANCISCO CA","80.00","debit","Cash & ATM","Hour Monet 7291","",""
"8/23/2012","Pho Bar","CHECKCARD 0821 THE PHO BAR BERKELEY CA 24765012235200288400305","16.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/23/2012","Transfer to my account 0020","Online scheduled transfer to CHK 0020 Confirmation# 4672156275","2100.00","debit","Transfer","Hour Monet 7291","",""
"8/23/2012","Safeway","SAFEWAY STORE 08/23 #000137117 PURCHASE 2300 16TH STREET SAN FRANCISCO CA","21.85","debit","Groceries","Hour Monet 7291","",""
"8/22/2012","Fedexoffice","FEDEXOFFICE 00040964 SAN FRANCISCOCA","1.43","debit","Shipping","BankAmericard Cash Rewards Signature Visa","",""
"8/22/2012","Transfer from Hour Monet 7291","PAYMENT","168.11","credit","Credit Card Payment","Indiana University Alumni Association Inc. MasterCard","",""
"8/22/2012","Flax Art","FLAX ART & DES 08/22 #000660137 PURCHASE 1699 MARKET STREE SAN FRANCISCO CA","27.02","debit","Furnishings","Hour Monet 7291","",""
"8/22/2012","Pho Bar","CHECKCARD 0820 THE PHO BAR BERKELEY CA 24765012234200288400140","12.96","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/22/2012","Rainbow Grocer 1745 Folsom Street","RAINBOW GROCER 08/22 #000420503 PURCHASE 1745 FOLSOM STREE SAN FRANCISCO CA","35.04","debit","Groceries","Hour Monet 7291","",""
"8/22/2012","Transfer to Indiana University Alumni Association Inc. Master?","Bank Of America Bill Payment","168.11","debit","Credit Card Payment","Hour Monet 7291","",""
"8/22/2012","Casa Lucas 2934 24th Street","CASA LUCAS 08/22 #000865100 PURCHASE 2934 24TH STREET SAN FRANCISCO CA","22.22","debit","Groceries","Hour Monet 7291","",""
"8/22/2012","El Metate","CHECKCARD 0821 EL METATE SAN FRANCISCOCA 24692162234000168740032","12.00","debit","Restaurants","Hour Monet 7291","",""
"8/21/2012","Taxi Cab Service","TAXI CAB SERVICE LONG ISLAND CNY","40.70","debit","Rental Car & Taxi","BankAmericard Cash Rewards Signature Visa","",""
"8/21/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"8/21/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"8/21/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"8/21/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","Indiana University Alumni Association Inc. MasterCard","",""
"8/21/2012","Il Pirata San","CHECKCARD 0819 IL PIRATA SAN FRANCISCOCA 24431062233286342500090","12.00","debit","Restaurants","Hour Monet 7291","",""
"8/21/2012","Villa Pizza","CHECKCARD 0819 VILLA PIZZA OF21053244 HOUSTON TX 24164072233023240054595","16.76","debit","Restaurants","Hour Monet 7291","",""
"8/21/2012","USPS","USPS 050642006 08/21 #000005437 PURCHASE 2515 DURANT AVE BERKELEY CA","11.49","debit","Shipping","Hour Monet 7291","",""
"8/21/2012","Casa Lucas 2934 24th Street","CASA LUCAS 08/21 #000334300 PURCHASE 2934 24TH STREET SAN FRANCISCO CA","25.37","debit","Groceries","Hour Monet 7291","",""
"8/20/2012","Transfer from my account 0020","ONLINE PAYMENT FROM CHK 0","244.62","credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa","",""
"8/20/2012","Transfer to BankAmericard Cash Rewards Signature Visa","Online Banking payment to CRD 0264 Confirmation# 2547043576","244.62","debit","Credit Card Payment","my account 0020","",""
"8/20/2012","Transfer to Hour Monet 7291","Online Banking transfer to CHK 7291 Confirmation# 0647045828","2596.64","debit","Transfer","my account 0020","",""
"8/20/2012","Whole Foods","WHOLE FOODS MA 08/19 #000965623 PURCHASE 450 Rhode Island San Francisco CA","46.50","debit","Groceries","Hour Monet 7291","",""
"8/20/2012","Transfer from my account 0020","Online Banking transfer from CHK 0020 Confirmation# 0647045828","2596.64","credit","Transfer","Hour Monet 7291","",""
"8/20/2012","Winn-Dixie","WINN-DIXIE # 08/18 #000361678 PURCHASE 251 KEY DEER BLVD BIG PINE KEY FL","43.47","debit","Groceries","Hour Monet 7291","",""
"8/20/2012","Yogen Fruz","CHECKCARD 0820 YOGEN FRUZ - IAH HOUSTON TX 24231682233091153000140","5.36","debit","Fast Food","Hour Monet 7291","",""
"8/20/2012","Porch","CHECKCARD 0818 THE PORCH KEY WEST FL 24431062232200588300215","12.00","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/17/2012","Facebook Des Direct","FACEBOOK INC DES:DIRECT DEP ID:668031169812KYC INDN:STRATFORD,EVAN...","2841.26","credit","Paycheck","my account 0020","",""
"8/17/2012","Winn-Dixie","WINN-DIXIE # 08/17 #000155231 PURCHASE 251 KEY DEER BLVD BIG PINE KEY FL","90.65","debit","Groceries","Hour Monet 7291","",""
"8/16/2012","Summerland Sandal Summerland","CHECKCARD 0815 SUMMERLAND SANDAL, INC SUMMERLAND FL 24755422228162280891182","161.25","debit","Clothing","Hour Monet 7291","",""
"8/15/2012","Clipper Service Ca","CHECKCARD 0813 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/15/2012","Peppers Key West","CHECKCARD 0813 PEPPERS OF KEY WEST KEY WEST FL 24207852227160400292797","17.98","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/14/2012","Sheraton","SHERATON ORLANDO DT FB ORLANDO FL","63.00","debit","Hotel","BankAmericard Cash Rewards Signature Visa","",""
"8/14/2012","Guerilla Cafe","CHECKCARD 0805 GUERILLA CAFE BERKELEY CA 24013392226000782945160","24.12","debit","Restaurants","Hour Monet 7291","",""
